"vars","varname","vals","count_2017","count_2021","percent_2017","percent_2021","median_2017","median_2021","mean_2017","mean_2021","growth_count","pct_growth_count","pct_growth_avg"
"reason_no_account_c","Religious reasons",4,1,2,0.1855287569573284,0.3861003861003861,5,4,3.57,3.2567567567567566,1,100,-8.774320539026423
"reason_no_account_c","Insufficient funds",5,32,25,5.936920222634509,4.826254826254826,5,4,3.57,3.2567567567567566,-7,-21.875,-8.774320539026423
"reason_no_account_c","Family member has one",6,18,9,3.339517625231911,1.7374517374517375,5,4,3.57,3.2567567567567566,-9,-50,-8.774320539026423
"reason_no_account_c","No need",7,4,2,0.7421150278293136,0.3861003861003861,5,4,3.57,3.2567567567567566,-2,-50,-8.774320539026423
"reason_no_account_c",NA,NA,439,444,81.44712430426716,85.71428571428571,5,4,3.57,3.2567567567567566,5,1.1389521640091116,-8.774320539026423
"received_government_pension_b","No",0,488,478,90.53803339517626,92.27799227799228,0,0,0.09293680297397769,0.07722007722007722,-10,-2.0491803278688523,-16.911196911196907
"received_government_pension_b","Yes",1,50,40,9.276437847866418,7.722007722007722,0,0,0.09293680297397769,0.07722007722007722,-10,-20,-16.911196911196907
"received_government_pension_b",NA,NA,1,NA,0.1855287569573284,NA,0,NA,0.09293680297397769,NA,NA,NA,NA
"received_government_pension_payment_c","Did not receive payments",0,488,478,90.53803339517626,92.27799227799228,0,0,0.11338289962825279,0.0888030888030888,-10,-2.0491803278688523,-21.678587252357744
"received_government_pension_payment_c","Into an account",1,44,37,8.16326530612245,7.142857142857142,0,0,0.11338289962825279,0.0888030888030888,-7,-15.909090909090908,-21.678587252357744
"received_government_pension_payment_c","In cash",2,1,NA,0.1855287569573284,NA,0,NA,0.11338289962825279,NA,NA,NA,NA
"received_government_pension_payment_c","Using other methods",3,5,3,0.927643784786642,0.5791505791505791,0,0,0.11338289962825279,0.0888030888030888,-2,-40,-21.678587252357744
"received_government_pension_payment_c",NA,NA,1,NA,0.1855287569573284,NA,0,NA,0.11338289962825279,NA,NA,NA,NA
"received_government_transfers_c","Did not receive payments",0,226,285,41.929499072356215,55.01930501930502,1,0,0.7252336448598131,0.7383720930232558,59,26.10619469026549,1.8116159194437704
"received_government_transfers_c","Into an account",1,266,152,49.35064935064935,29.343629343629345,1,0,0.7252336448598131,0.7383720930232558,-114,-42.857142857142854,1.8116159194437704
"received_government_transfers_c","In cash",2,7,8,1.2987012987012987,1.5444015444015444,1,0,0.7252336448598131,0.7383720930232558,1,14.285714285714285,1.8116159194437704
"received_government_transfers_c","Using other methods",3,36,71,6.679035250463822,13.706563706563706,1,0,0.7252336448598131,0.7383720930232558,35,97.22222222222221,1.8116159194437704
"received_government_transfers_c",NA,NA,4,2,0.7421150278293136,0.3861003861003861,1,0,0.7252336448598131,0.7383720930232558,-2,-50,1.8116159194437704
"respondent_education_level_o","Completed Primary or less",0,91,139,16.883116883116884,26.833976833976834,1,1,1.1591760299625469,0.9768339768339769,48,52.74725274725275,-15.73031605341783
"respondent_education_level_o","Secondary",1,267,252,49.53617810760667,48.64864864864865,1,1,1.1591760299625469,0.9768339768339769,-15,-5.617977528089887,-15.73031605341783
"respondent_education_level_o","Tertiary or more",2,176,127,32.6530612244898,24.517374517374517,1,1,1.1591760299625469,0.9768339768339769,-49,-27.84090909090909,-15.73031605341783
"respondent_education_level_o",NA,NA,5,NA,0.927643784786642,NA,1,NA,1.1591760299625469,NA,NA,NA,NA
"saved_in_past_year_b","No",0,306,275,56.77179962894249,53.0888030888031,0,0,0.4322820037105751,0.4691119691119691,-31,-10.130718954248366,8.519893283841787
"saved_in_past_year_b","Yes",1,233,243,43.22820037105751,46.91119691119691,0,0,0.4322820037105751,0.4691119691119691,10,4.291845493562231,8.519893283841787
"used_phone_for_finance_b","No",0,228,216,42.30055658627087,41.6988416988417,0,1,0.4411764705882353,0.5068493150684932,-12,-5.263157894736842,14.885844748858457
"used_phone_for_finance_b","Yes",1,180,222,33.39517625231911,42.857142857142854,0,1,0.4411764705882353,0.5068493150684932,42,23.333333333333332,14.885844748858457
"used_phone_for_finance_b",NA,NA,131,80,24.304267161410017,15.444015444015443,0,1,0.4411764705882353,0.5068493150684932,-51,-38.93129770992366,14.885844748858457
